Temperature: 30, Humidity: 76, Log Data: Temperature: 30, Humidity: 76, Time: 2024-11-10 23:38:21
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:51:57
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:52:04
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:52:15
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:52:26
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:52:34
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:52:42
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:52:50
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:53:01
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:53:12
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:53:20
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:53:28
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:53:36
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:54:04
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:54:15
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:54:22
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:54:33
Temperature: 30, Humidity: 72, Log Data: Temperature: 30, Humidity: 72, Time: 2024-11-10 23:54:41
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:54:53
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:55:00
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:55:08
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:55:20
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:55:28
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:55:39
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:55:47
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:55:54
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:56:02
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:56:10
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:56:17
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:56:25
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:56:32
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:56:40
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:56:47
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:56:55
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-10 23:57:02
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:57:11
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:57:18
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:57:26
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:57:33
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:57:41
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:57:48
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:57:56
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:04
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:11
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:19
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:26
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:34
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:42
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:49
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:58:57
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:04
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:12
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:20
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:27
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:35
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:42
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:50
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-10 23:59:57
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:05
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:12
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:20
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:28
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:35
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:43
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:50
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:00:58
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:01:05
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:01:13
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:01:21
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:01:29
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:01:36
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:01:44
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:01:52
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:00
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:07
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:15
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:23
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:33
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:41
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:49
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:02:59
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:03:09
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:03:17
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:03:24
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:03:32
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:03:39
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:03:47
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:03:55
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:04:02
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:04:10
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:04:21
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:04:28
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:04:36
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:04:44
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:04:55
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:05:02
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:05:10
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:05:18
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:05:26
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:05:33
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:05:41
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:05:49
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:05:57
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:06:04
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:06:12
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:06:19
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:06:30
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:06:38
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:06:46
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:06:53
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:07:03
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:07:11
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:07:19
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:07:26
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:07:34
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:07:42
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:07:50
Temperature: 30, Humidity: 74, Log Data: Temperature: 30, Humidity: 74, Time: 2024-11-11 00:07:57
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:05
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:12
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:20
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:28
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:36
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:44
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:51
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:08:59
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:09:07
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:09:15
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:09:23
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:09:30
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:09:38
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:09:46
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:09:53
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:01
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:09
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:17
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:24
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:32
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:40
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:48
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:10:55
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:03
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:10
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:18
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:25
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:36
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:44
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:51
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:11:59
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:12:10
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:12:19
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:12:26
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:12:34
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:12:42
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:12:50
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:12:57
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:13:05
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:13:13
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:13:21
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:13:28
Temperature: 30, Humidity: 73, Log Data: Temperature: 30, Humidity: 73, Time: 2024-11-11 00:13:36
